id,text,label
1093,@RedDogT3 you cannot trade this insanity. only way to trade is to put random bids like $amzn 474 or 477 and see if it hits and sell the rip!,Human
1094,If u read Bruce Greenwald's book (written in 2000) he made it so obvious WMT had already lost its competitive edge cc @EquityNYC $AMZN,Human
1095,"pmarca: RT BrattleStCap: 2015 journalism: ""Wait why does $AMZN have more mkt cap than WMT?""1915 journalism: ""Wait why does Ford have more ",Human
1096,"pmarca: RT BrattleStCap: Valuing $AMZN on TTM GAAP earnings is the preferred way of signaling to everyone ""I literally have zero idea what ",Human
1097,$AMZN gets his with 196 million in taxes & penalties in France - forgot to mention that in earnings release ? oops; nothing matters,Human
1098,"I don't get $AMZN's valuation but one doesn't have to swing. For a usually lack luster 2nd Q, they earned 92M/456M or 20 cents. Yipee!!!",Human
1099,"$AMZN #2:  Not that EPS matters much given the many non-operating items that can greatly impact AMZN's EPS, but unfavorable tax rate...",Human
1100,$AMZN #4:  GPM% continues its meteoric rise. The +389 Bps GPM% improve in Q2 2015 vs. LY is AMZN's largest YOY increase ever (last 12+ yrs).,Human
1101,"$AMZN #5:  But, what's most interesting is many of the other expense line items showed material improve in Q2 (less de-lever than recent).",Human
1102,"$AMZN #7:  Fulfillment Costs have risen from -8.5% of sales in FY 2010 to -12.1% of sales in FY 2014.  But, possibly leveling off (finally).",Human
1103,"@jimcramer spot on re: $amzn. Prime = convenience. In metro areas, who wants 2 fight traffic 2 buy? @awscloud driving cloud. @SquawkStreet",Human
1104,@RedDogT3 shorts are having their revenge on $amzn. if they had shorted 585 to 590 they are up big. this can do 516 to 526 before 585!!,Human
1105,"$AMZN #11:  Many are lauding the company's materially greater operating profit relative to guidance.  But, let's take a step back...",Human
1106,"$amzn innovated, keeps innovating; spending money on more innovation and now they got shit on lock. they can turn on profits EASY.",Human
1107,1) Assume $AMZN grows revs 17% CAGR  for 10 years (I'm skeptical)2) Assume Net Margin goes from .5% to 3% Would that make a good model?,Human
1108,"$AMZN #12:  ...begin in Q4 2011, AMZN has consistently exceeded the high-end of its quarterly operating profit target (now 13 of 15 qtrs).",Human
1109,"Sign of $AMZN ubiquity: We had person slap homemade ""Lasership"" sign to her crappy car, drive around stealing things. Neighbors just waved.",Human
1110,"$AMZN #17:  ...Q2 2015's profitability improvement was impressive.  But, Q3 2015's profitability improvement SHOULD BE MUCH GREATER than Q2.",Human
1111,$AMZN #19:  Q3 2014 was one of the rare quarters AMZN did not exceed its operating profit range and the stock got crushed on 10.24.2014.,Human
1112,"Amazon ""the most customer centric company in the world"" +17% sur publication des ses rsultats  #SCMoteurPerformance @TrusteamFinance $AMZN",Human
1113,"$AMZN lod, no smart money will buy on this hype,only retails. They ike to secure profit. Goodie short, 535 doable,just look at GOOG NFLX>",Human
1114,"$AMZN shorts:When the world slips you a Jeffery, stroke the furry wall, stroke the furry wall.[Go ahead, unfollow - I can't blame you]",Human
1115,whole massive pop on $AMZN could easily have been an artificial thing to support a place to raise cash and cover bad positions elsewhere,Human
1116,@GSUTrader I just did the same thing u did lol. bought $AMZN 540 puts was down 50% then it went up 25% and i cashed out. Now it's up 150%.,Human
1117,"As of 6/30 there were 5,494,986 shred short $amzn.... With 20 million plus shares traded today safe to say almost all have covered",Human
1118,All of the $AMZN upgrades this morning.Meanwhile the very same people next to these analysts sold on retailers rushing with FOMO to buy. ,Human
1119,Only played $AMZN long for 5 points the day it came down 60 points. Need an @IconicTrading webinar ASAP about following the trend.,Human
1120,@Valuedontlie @BrattleStCap @SkeleCap all internet music streaming companies; high margin industrial distributors where $AMZN now competing,Human
1121,@OffShoreMan41 @tklempay @zerg_rush01 #GayDee still railing against $AMZN  Maybe it won't totally fill today's gap after all?  ;-),Human
1122,@dtellom @BenedictEvans I think $AMZN is gonna be one of those companies that somehow investors *think* will return future profits to them,Human
1123,@RiskReversal @karaswisher Ha! Every Seattle-based commercial real estate developer squealed like teenage girls yesterday re: $AMZN profit.,Human
1124,@dough @tastytrade $amzn move today is the EXACT reason why we must trade small. Traders panicking and Im just sitting here calm. #options,Human
1125,"Amazon $AMZN is now a leading clothing retailer, with analysts estimating it could surpass Macy's as the top apparel business by 2017",Human
1126,anyone / everyone who bought b4 $AMZN earnings gap has sold their pos'ns. Will be interesting to see what price lvls will attract new buyers,Human
1127,RT @howardlindzon It's official. Amazon is the biggest retailer in the world with market cap bigger than Walmart. It took 18 years. $AMZN,Human
1128,$AMZN upside from AWS. Do you believe cloud can become a proftibale growth business or it will be a bloodbath of titans fighting for share,Human
1129,Interesting news I've heard about #Amazon: Plans to open first drive-thru grocery store in US. #retail #ecommerce #egrocery $AMZN,Human
1130,"$AMZN Amazon Original Kids Series Wishenpoof Will Launch for Amazon Prime Members in the US, UK and Germany oFrom our Stock News Alerts App",Human
1131,@big7x7 @HaizmansBrain My $AMZN earnings IC appears to be working. Closed the put side for a small profit because I am afraid of that one.,Human
1132,@HerbertRTarlicJ @HaizmansBrain King SOS says $AMZN was the bell for the bubble burst. He has confirmation bias for last 3 years. Poor fuk.,Human
1133,@big7x7 @HaizmansBrain I am concerned that $AMZN might fill that gap up pretty quickly. Was grateful to be able to get out of the put side.,Human
1134,"@RadetskiJ Its innovation for $AMZN if they haven't done it before. If you read the story, I think you'd see I didn't give them much credit",Human
1135,Every day is Prime Day? $AMZN up nearly 2% today. Impressive given the pop on Friday and fact that there's a lot of red elsewhere in market.,Human
1136,@BrattleStCap @JeffCNYC @jschembs @cjf0827 Jeff why not try to short a shittier company? $AMZN will be around forever.    R/R is not there,Human
1137,@srqstockpicker money is made after listening to EF Hutton type OF analyst. Mark MAHANEY of RBC has been dead right on $AMZN from < 300 & FB,Human
1138,@scottsherman @DividendMaster An older & poorer USA = renter nation looks like people buying shit from $AMZN that they don't need.,Human
1139,"@jimcramer $amzn has pulled back 9.5%, almost 10% like you mention on @MadMoneyOnCNBC I've been wanting some...you like an entry here?",Human
1140,dang i got stopped out of $amzn trade. it looks good for a swing. when in consolidation know your level's. 523 is the support area.,Human
1141,"$AMZN looks like it wants to flatten out here after recent Earnings Report (ER). New longs, give it time before possible entry. Long YTD.",Human
1142,@StockProp Chart very similar to $AMZN with the straight up spike pre-earnings- hopefully continues to follow that path and blows out on ER.,Human
1143,$AMZN proposes new high speed commercial airspace for drones from 200-400 ft. w/ low speed consumer drone space up to 200. No fly 400-500.,Human
1144,"$AMZN Two New Dramatic Pilots, Casanova and Sneaky Pete, will Debut August 7 on Amazon in the US, UK and GermFrom our Stock News Alerts App",Human
1145,"@tiffanywaugh $AMZN great move, hard to say where it goes next 2 months. summer trading volatile. expect big earnings run up next Quarter.",Human
1146,@MicroFundy @BrattleStCap @huntm I like $AMZN. But I think it is a mistake to confuse the stock price with the company or others.,Human
1147,@DougKass @jimcramer as someone that has never paid for Prime. I'm buying as we speak because they grabbed the Top Gear Trio. BIG NEWS $AMZN,Human
1148,"@DividendMaster as you well know, no one would own $AMZN if they thought its reported earnings reflected its true cash-generating capacity.",Human
1149,$AMZN nice to see it move again. 550 key resistance. Above that can retest 580 but has to get there first to negate that bear flag pattern.,Human
1150,"After initial profit taking & now couple days of consolidation, probably a good time to start looking for a larger time frame trade. $AMZN",Human
1151,"$AMZN also having a decent day. I've held this one this year and it's turning out to be a long term hold. Not trading, just owning it.",Human
1152,#AmazonPrime the surprise and euphoria never stops @amazon $AMZN. Glad to hear that #TopGear trio is headed to @AmazonVideo Go #alexa! :),Human
1153,"@dhh why can't I lend someone my kindle getting real, rework or remote books? I could if I had purchased paperbacks for 1/2 price on $amzn",Human
1154,"@TheAsianPear @blerghhh Amazon Prime has the same initials as you lol. Also, $AMZN is my best performing stock so far in 2015. Up 73% YTD :)",Human
1155,$AMZN Amazon Releases Amazon Acoustics--an Exclusive Collection of Original Recordings Streaming on Prime MusFrom our Stock News Alerts App,Human
1156,"I had a thought in India. Finding an address there is hard, but phones have a #GPS. $AMZN #drones could deliver to phones. #ARKBrainstorm",Human
1157,@trengriffin Amazon has pricing power. $AMZN's valuation reflects it. But you can't spend pricing power! Bezos seems unwilling to use it.,Human
1158,"@adityapp Possible, but I doubt that completely offsets the positive impact of e-commerce. Anyway, $AMZN shipments are very low-margin.",Human
1159,"Getting on @digitalocean, aim to put up @ownCloud and @gitlab. On first login, #digitalocean > $AMZN @awscloud in terms of crisp simplicity.",Human
1160,"If $AMZN doubles down on physical locations will investors punish it due to huge gap vs. B&M retailers, or punish B&M due to new threat?",Human
1161,"I think $AMZN's Echo/Alexa is v cool, but I'm freaked out. What if it ISN'T sleeping, but triggered to catch buzzwords and report to govnt?",Human
1162,"@DividendMaster @BrattleStCap In face of 20 yrs no profit, $AMZN broke out cloud #'s to keep the charade going. It worked. #Cronyism",Human
1163,"@StockCats selling to a middle class that is barely there to begin with, value it at more than $AMZN. Can't see anything going wrong there.",Human
1164,"@WeezyMiyagi @AAPL_trader @Eternity100000 When $AMZN changed how they report their QTR & broke out their cloud #'s separate, the stock flew",Human
1165,@danprimack Just stunning how you can become largest retailer when you sell items at a loss. Pure genius $AMZN @SlackHQ @Pinterest @Snapchat,Human
1166,"1st stock I would buy in a total market crash? $AMZN. Rather than fretting abt a crash, have a list of what you would buy if/when it happens",Human
1167,$amzn needs up 10 more by close tomorrow for me looks weak. Will hold overnight and bail at 50% loss if it keeps up the weakness,Human
1168,$AMZN narrow trading range since earnings blowout & subsequent profit taking.  looks ripe for a move. picked up some weekly 550 calls at .75,Human
1169,OK this #DifficultPeople w @billyeichner is prooooobbbbaaably the best thing I've seen since #Catastrophe.  Hulu and $AMZN both bringing it.,Human
1170,That 10-day SMA (average closing price of last 2 weeks of trading) finally popped over 50% retracement point back to pre E's close. $AMZN,Human
1171,"Just got 20% off clothing ""Prime Member Exclusive"" email offer- $AMZN using more #emailmarketing discts to encourage #PrimeMember purchases.",Human
1172,If you are building products on AWS & want to save money now let me know as we looking for beta testers for new product #AWS #CLOUD $AMZN,Human
1173,$amzn pivot 520 is holding. man..i still think this is a swing chance. buy low like 20 stocks so you can swing back to mid 530's.,Human
1174,i think $amzn is giving great trades even in nasty tape. trick is PATIENCE. it can do 506 also but should bounce back violently to 523 pivot,Human
1175,"I think $AMZN has got to have an entry point around here somewhere, but I suspect it's north of where we are at the moment. No position.",Human
1176,@TJReazor My brother said bull market will correct when every last pensioner has moved from fixed income to $AMZN.Just a thought,Human
1177,"""@CaballoBlanco: @SunriseTrader thank you for all the positive words. Been just watching. No trading. /  same hear even a great $amzn ended",Human
1178,"Wafer thin margins, record sales but betw 25-40% of all goods ordered online returned FOR FREE. How is this biz model sustainable $AMZN?",Human
1179,"$AMZN breaking out AWS differs b/c actual #s came out. Still don't know core vs. non-core #s yet, how can you value as pos or neg till then?",Human
1180,"@NorthmanTrader There will be a ""V"". This will not end until every last pensioner on fixed income is in $AMZN. Be of good cheer and #BTFD",Human
1181,- sat back most of the day and just watched but did pick up some $AMZN 532.5s....looks good into tomorrow. Hopefully I can get a bag for it,Human
1182,"$AMZN Teammates, let any bull put spread go under the 510 strike as this is looking much weaker than I thought. Contact me if needed.",Human
1183,Just now watching Band of Brothers which has been on my to do list for 15 years or so. Good stuff! It's on $AMZN prime if you don't have HBO,Human
1184,"@TheStalwart It's just like $AMZN breaking out their cloud business #'s in their acctng reporting, nothing really changed except ""illusion""",Human
1185,@chamath $AMZN stock will catch even more fire. We are going to see huge numbers come out of them. They are building loyalty with Prime.,Human
1186,@Susan_Reda #STORESHot100 - $AMZN has built a commercial model that allows it to reinvent relationship between price and convenience...,Human
1187,@Susan_Reda @Tony_Fontana #STORESHot100 - challenging $AMZN who makes billions in cloud computing to a price war is an interesting idea...,Human
1188,Charlestown startup @FinallyBulbs  launches the future of energy efficient light. Deal w/ $AMZN websites. #wbz #NewEnglandBusiness,Human
1189,Why does #Amazon $AMZN #Kindle not have voice calling capability? Would've been a beautiful bundle - #mobile phone and #ebook reader.,Human
1190,"If $AMZN #Kindle were to have voice calling, people wouldn't need 2 separate devices - #mobile phone and #ebookreader. #JeffBezos",Human
1191,"$amzn has been consolidating post earnings under 532 for a while. When it rips, it's not gonna give you an opportunity to get in.",Human
1192,"NYT $AMZN story is something.  Be more inclined to get it if they were curing disease/making lives better.  Same day delivery, not so much.",Human
1193,"It's worth considering whether or not $AMZN can be successful with ventures that are less about cost, logistics, and mechanization...",Human
1194,"...and more design-centric with such a workplace environment. E.g., maybe $AMZN simply doesn't have DNA to do well at consumer software.",Human
1195,"reading a few of the 413 comments to the @NYT Amazon $AMZN piece on the front page of the @NYT today, talk's about it's -achievement culture",Human
1196,"so pardon me, if I say to those who got the ""Boot"" from Amazon $AMZN, either you measure up, and exceed expectations or you are gone",Human
1197,"I know I've been going on and on about this Amazon $AMZN piece, but I found it SO REFRESHING that Companies like Amazon exist today",Human
1198,Just placed another Prime order before finishing the @nytimes piece on $AMZN - question is if I will still do it once I finish it.,Human
1199,"Still, many would rather work for $AMZN than non-tech cos. Provides opportunity to grow. Also excludes many. They can do better. (3/3)",Human
1200,@MattRosoff @GlennF  $AMZN I love how readily available everything is. But it sounds like a 3rd world factory or warehouse. Dictatorship,Human
1201,@krystalball @amazon why is @Walmart not moving it's e-commerce next door? Steady stream of trained ex $AMZN ready to beat amazon,Human
1202,Jeff Bezos needs to just get his all robot workforce up and running as soon as possible. It's what his desirable employee is anyways. $AMZN,Human
1203,Media thangys been reading this weekend point towards a bear wave may be engineered for pre holiday season discount for bigger hands $AMZN,Human
1204,Fav part about NY Times $AMZN article? The guy who got chewed out for 30 minutes and received a scathing review ... during a promotion. Lol,Human
1205,@nytimes voww.. Am a big $amzn customer and this is scary. Employees r not machines. And also why is their checkout page so bad?,Human
1206,"Spoken to some close friends abt $AMZN's culture. Seems NYT ""expose"" skipped tht employee experience is team-specific and manager-dependent",Human
1207,"@akpurtell @skamille just to clarify, I'm not trying to defend $AMZN. I wouldn't go work there either. But journalism in this NYT piece is ",Human
1208,"$amzn article,accurate or not,reminds me of values at Bloomberg, which would _never_ fire injured employee. takes care of its own.",Human
1209,"@rob0623 Mass merch is about cost control and logistics. If you understand retail the @nytimes $AMZN piece was a case study, not bash job.",Human
1210,"@NYT- I'm a subscriber/reader, reading response from the Amazon employee over your Amazon piece opened my eyes, take time to read it . $AMZN",Human
1211,"As an outsider to both @NYT and $AMZN, if one reads the @NYT piece then  Clubotariu's response, @NYT comes out as a bad piece of journalism.",Human
1212,I wonder how much $AMZN's approach to the workplace works with labor shortages. Churn and burn only works with lots of available workers.,Human
1213,"@jodikantor biased $AMZN report.Those that can't do, teach. Those that can't teach, become  bitter, sensationalist 'journos'. Shameful piece",Human
1214,@nytimes seems like someone has a hidden agenda with this article - Any fast growing company w/ passionate workforce has these issues $AMZN,Human
1215,@1good_girl Amazing how you can become largest retailer when you sell items at a loss; only cloud biz turns small profit $AMZN @seattletimes,Human
1216,You with us? Kicking off a very big week right now with @SandraSmithFox on @FoxBusiness right now.. $AMZN #oil #StudentDebt @JDayGolf,Human
1217,"@politicoamerica @jodikantor looking forward to a similar $AMZN report on the culture, downsizing, incompetence at the struggling @nytimes",Human
1218,"My favorite bit of the Amazon flap: The engineer's blog defense says he started at ""data-driven"" $AMZN ""18 months"" ago - on March 24, 2014.",Human
1219,@Hulkster777 i agree. i think this week should be green. looking forward to $AMZN thursday.monthlies expiring provide some strong volatility,Human
1220,"@JasonShubnell I don't condone a repressive workplace, if $AMZN article is true,  but take look at record of socially responsible investing.",Human
1221,"Also, part of me wonders whether anyone at @nytimes who would be offered a job at $AMZN would ever refuse. Jump off sinking ship.",Human
1222,"@CBSNews @JayCarney is right, $AMZN may set a high bar, but it's not a coal mine, nor aapl-like Chinese sweat shop, or Alphabet environs ;)",Human
1223,it's not a coincidence that $amzn has not stopped growing and that it has a 'we all need to work hard' attitude. That's a winning company.,Human
1224,"@jonfortt $AMZN has divide between grunts/brains, including upward mobility prospects/rewards. Friends kid is coder in Seattle. He loves job",Human
1225,@JFinDallas @m3pols maybe i should have said the ephemeral nature of tech valuations - don't like companies that compete with $AMZN,Human
1226,"@barronstechblog $amzn should change if story is true. if there is no fun at work, then burn out happen fast and humans become machines!!",Human
1227,"The $AMZN story reveals what stories Wall Street falls in love with. Hard, disciplined taskmaster CEO is highlighted over a lack of profits.",Human
1228,Bottom line on $AMZN: You aren't entitled to a job. Many love a challenging workplace. Don't like it? Don't apply. If it sucks it'll suffer.,Human
1229,"@t3dy we'll have to agree to disagree on $AMZN. All disruption can be considered bad... Uber, hell, the Internet in general. sorry.",Human
1230,"Whatever you think about #Amazon's conditions/practices, sales won't be impacted. Who wants to go to into a store for a toilet brush? $AMZN",Human
1231,it is very clear that the 287 dip buyers of $amzn 1 year back r NOT selling even a single stock making algo's jump on any teeny tiny dips,Human
1232,"Had to stop and pour Gatorade over my head halfway through this NYT $AMZN piece, but now ready to grind it out to the finish line.",Human
1233,@JeffDuntemann Re your previous blogs on $AMZN's bookselling practices: it seems like this culture scandal might explain some things...,Human
1234,@MSNBC I have been saying for years that as a reseller for $amzn they suck. The culture is horrible. They treat resellers like dirt.,Human
1235,@CNNMoney @amazon @AOL amazon better treat story seriously. talent very difficult to get & most talent will get scared on this article $amzn,Human
1236,"I really wonder if folks who say ""You find such stories about any tech company"" read the @jodikantor @DavidStreitfeld $AMZN story to the end",Human
1237,"All this $AMZN talk today is ridiculous. If you feel mistreated by an employer, quit. If not, stop complaining. Ur a masochist if u stay",Human
1238,@Kelly_Evans The issue with $AMZN and others is the bonused managers are unsupervised and destroying employee's morale survey- EVERY YEAR!.,Human
1239,"Amazon story mostly focused on Seattle, but $AMZN workers I know in S.F. are very happy - different culture in more competitive region?",Human
1240,"I want a business just like $AMZN @PipsToDollars no bricks and mortar,no overhead,just sit at home in your pajamas and manage #CRM system",Human
1241,Interesting that $AMZN closed @ a higher price then when the stock market opened w/ bad labor reports that came out. That shows strength.,Human
1242,@StockCats And also note all the $AMZN cheerleaders on today. Everyone afraid of The Bezos. I live 1/4 mi from HQ. It's a meatgrinder folks.,Human
1243,2 out of the last 4 holiday seasons $AMZN has gained towards Christmas. Oct-Nov usually see a bit of a pullback if you're interested.,Human
1244,"If Bezos believes the average $AMZN employee interacts with ""other brilliant people,"" he's more out of touch than Mitt Romney in supermarket",Human
1245,"@pmarca just like in consulting, $AMZN has HIGH turnover due to burnout. Take  it for few years to boost career, can't last long 24/7 work",Human
1246,2 facts about $AMZN culture: Dogs are allowed at the office & there is no dress code (i.e. Perfectly ok to wear jeans or shorts any day) ,Human
1247,@johngreen @Chris767Roberts @jodikantor remove all your 'literary' (used loosely) work from $AMZN if you really have conviction. but wait...,Human
1248,"@moorehn nailed it! $AMZN story just made me think ""what outdated management theories""... Cruelty is different from ""hard charging""",Human
1249,"Take Note- The @NYT now has had the Amazon $AMZN story on it's front page for Four days in a row. Curious, even somewhat Strange,",Human
1250,@GeorgeManiereg Thanks George. It's GLARINGLY obvious. $AMZN resorted to creative acctng (break out cloud #'s) to keep illusion going.,Human
1251,"@HiVanillaSky @DougKass @jimcramer As 4 me, I support local retailers, the ones actually giving to a community. No $AMZN 4 me. Just trade it",Human
1252,"""I'm not too concerned with $AMZN corporate culture. If they could just profit predictably, I'd be happy"" - eavesdropping on @CalConfidence",Human
1253,Saw a deck that claims drone delivery will kill small commerce and $AMZN will dominate. I guess service providers don't exist in the future.,Human
1254,"@AdmasG @TMFJMo Show me an $AMZN employee upset willing to quit, and I'll show you 10 people, including myself to will fill it. Work is Work",Human
1255,@AdamSinger they seem desperate. I tried a free shipment & was slower than $AMZN and barely cheaper w/ generally less SKUs. I don't get it.,Human
1256,"In an era of mass media layoffs, I'm fairly certain most newsrooms have a high-pressure atmosphere Amazonians would recognize. Amazon $AMZN",Human
1257,@ShanersMD @dasan @BrattleStCap He wasn't some IT guy. David Shaw used to claim that a lot of $AMZN IP was generated in house at DE.,Human
1258,Amazon has been a big-time winner for us in Stock Advisor through the years. Does the @nytimes article make you rethink owning shares? $AMZN,Human
1259,"@OnPointRadio Tom, HiSomething must be working, $AMZN hardly pays any taxes and the stock price is up over 1,070.7% in ten years!",Human
1260,All the volatility today and $AMZN has only traded 1.5m shares. Shame that this junk is the last bastion of hope for the bull market.,Human
1261,"While $AMZN takes heat, I would like to see a story on the spread of similar practices at smaller, younger cos. (hint: salesforce diaspora)",Human
1262,"@RiskReversal @karaswisher @vijaya I would suggest $AMZN, they like to loose money on every transaction, in fact would be accretive",Human
1263,"$AMZN is #1 new stock pick of tiger cubs managers. Billionaire tigers Coleman, Halvorsen & Laffont all are new high conviction holders.",Human
1264,@jodikantor @JadeEJF did $AMZN keep hubby from resigning or was prestige/money/outside appearances too difficult to let go? #FreeMarket,Human
1265,@bj_bethel @chrizap Sorry for delay!  Understand re pervasiveness of overly harsh #workplaces.  But ya gotta start somewhere.  #Amazon $AMZN,Human
1266,What a FKN waste of time it would have been to yap the $AMZN daily moves on twitter since 2001 if twitter existed back then. Waste of time.,Human
1267,@TMFStockAdvisor @nytimes piece on $AMZN does not make me reconsider owning shares. It's another push in reconsidering actual use of AMZN,Human
1268,The workers at $AMZN are free to leave or be terminated- its good for the stockholders right up to the class action law suit. Whoops!,Human
1269,Anyone buy any puts this morning??  I did. Some $AMZN I bet pips2dicks had some.  @unclepennybag @thinkenron @WolfOfPennyLane @Arian_Alba,Human
1270,- @benwallacewells $AMZN takes Corpocracy to new extremes.Only answer is for employees AS A BODY to be empowered as counterweight #union,Human
1271,@modestproposal1 Does $AMZN have their own subscription service?  Why does anyone need Harrys?  Seems like Amazon should be better at that.,Human
1272,Will be interesting to see if last Sunday's @NYTimes article on $AMZN is seen as THE turning point for Silicon Valley/tech sentiment.,Human
1273,"$AMZN Amazon to open Fifth Texas fulfillment center in San Marcos & plans to create more than 1,000 full-time positions at this center.",Human
1274,"Free day trade idea. $AMZN Aug 15 put back ratio spread 510/505 for a .32 credit. Goes above 510 today, small credit. Lower, good!",Human
1275,Seems like the selling won't abate but I added to my $AMZN calls this morning under 505. Will trade around it. #patience #toomanyshorts,Human
1276,$AMZN only 9M shares traded in last two days. 470M shares outstanding. Not a lot of liquidity in this name. Gonna be a long final hour hour,Human
1277,"Last post on this:$AMZN story (August 15) - 5,850+ commentsEmployee response (August 16) - 1.2 million viewsLots of interest/engagement",Human
1278,"@ForbesonFox top of the hour talkin Iran, Amazon $AMZN as employer and HUD w/ @SteveForbesCEO @johntamny @SportsMoneyBlog @carriesheffield",Human
1279,I know I bitched about it but I think I will probably pay the 79 to watch the new $AMZN Top Gear. I at least have a choice in this matter.,Human
1280,@jimcramer @carlquintanilla @marketmodel @ScottWapnerCNBC How about a special before market corrects ex. After Google $amzn ER. More helpful,Human
1281,"Pour yourself a drink and look at a random month on ur card,what 1 brand had most repeat purchases? I bet that's a strong stock. Mine $AMZN",Human
1282,"With such potential, minimal exposure in China and a great white-collar work environment, $AMZN should reach new heights in this market.",Human
1283,"@etrade  Hey E*TRADE, you might want to consider investing in some $AMZN instances.  Your website performance is abysmal this morning.",Human
1284,"was scalping $amzn weekly accounting for the majority of prints in a ten minute period, so yea, #liquidity @sanglucci @HitTheBidRadio",Human
1285,"Every once in a while the market likes to punish $AMZN for not having returns, looks like analysts/traders are using the recent PR to do so",Human
1286,"@KeeneOnMarket those 2017, 35 calls are a serious position. Remember the $amzn position that everyone thought was crazy when it pps 291.",Human
1287,"Welp, I was up over 200% on all my $AMZN puts, so I figured I could take the hit on a bounce. Did not anticipate this jam job, well done.",Human
1288,My $AMZN puts didn't get killed as much as I feared. Haven't sold any yet. Waiting just a little longer to see if they really want this.,Human
1289,"$AMZN Amazon has opened two urban Prime Now hubs in King County bringing one-hour delivery to Seattle, Bellevue, Redmond and Kirkland",Human
1290,"Congrats to those $AMZN bulls today. Closed my weekly put play down 50%. Can't win em all, and I did nice on the move from 530 to 466.",Human
1291,@tedgushue think u and me and that little fella right there should talk $amzn stock while drinking some Protected Designation of Origin Vini,Human
1292,@thoughtworks @lcooney thanks for sharing.  A good read especially in light of recent articles about how $AMZN is not treating workers well,Human
1293,"@AlexBerenson @hblodget Survivorship bias, My Friend. No portfolio mgr that was long $AMZN and 19 other similar stories made it past 2003.",Human
1294,"@AlexBerenson @hblodget Conversely, no pro shorts just one stock like $AMZN and lets it run to 5, 10, 20, 40, 80% of the portfolio.",Human
1295,@AlexBerenson @hblodget $AMZN declined 95% after its '99 peak. Anyone who shorted Blodget's call made a ton unless he was a total pig.,Human
1296,"Recent NYT story makes clear why $AMZN thinks a) delivery ""anytime Sat by 8p"" is OK & b) why no-presign option is OK either. Who has a life?",Human
1297,"@PaulHickey Aren't you some kind of technician? Following Blodget's post-call peak $AMZN went down 95%. So you think he was ""right""?",Human
1298,Beginning to wonder if #inflation is due for a pickup or accelleration:  9 out of 10 items in my Amazon cart just increased in price. $AMZN,Human
1299,@Valuedontlie Blair conducted an interview w/ Fortune 100 procurement manager; indicated $AMZN not much of a threat to large accounts...,Human
1300,"@Valuedontlie ...simply stated, $AMZN does NOT 1) have 1P fulfillment 2) have any real expertise in product categories 3) have account reps",Human
1301,"@John_Hempton @AlexBerenson @hblodget Fair point, but even the mighty $AMZN had a 90% drawdown, as I recall. How many would've stayed?",Human
1302,@businessinsider $AMZN corporate environments identical. Verizon Wireless will utilize workplace backstabbing as supervisor favoritism game.,Human
1303,@msttrader ok. any stock. for instance $amzn. a 500+ stock they are diving on just 4 bucks down!!. this is BULL mkt still in a big way!!,Human
1304,Will get my target in $AMZN under 505 this am. If this comes in at 495 I'll be looking at the monthly September calls at 525. #countertrend,Human
1305,$AMZN Amazon Expands Prime Video Downloads to iOS and Android Platforms--The First and Only Subscription StreFrom our Stock News Alerts App,Human
1306,$AMZN only 2 million shares traded on a down 400 pt day. That's nothing. This Ponzi should move wildly (up or down) by end of day.,Human
1307,"Some of $AMZN Prime d/ls: ""Downtown Abbey"" ""The Good Wife,"" HBO: ""Girls"" ""Veep"" ""The Hunger Games: Catching Fire"" ""The Wolf of Wall Street.""",Human
1308,@Chris767Roberts one would think $AMZN ran a death camp... if only there was a responsible journo w/ no bias. but alas we have @jodikantor,Human
1309,$AMZN was up 1.96% in early trading now up just 0.77%. Stock has been gaining on recent move the company is making in on line streaming.,Human
1310,"Folks, I just bid 22 cents for Sep 4 $AMZN 450 puts.  mkt was .20/.30  nothing traded, mkt moved to .30/.42 for 2 day puts 10% lower",Human
1311,"Interesting day for $AMZN.. New features for video streaming service, upgrades to the Dash Button program. What does everyone think?",Human
1312,"$AMZN closed 510 area, any push from here will likely bring upper 510's to low 520's, Above 525 we can 539-540 area & 550's then clear to go",Human
1313,"Here's a MARKET FLASH for @BKBrianKelly (Bkers): $amzn has ""multiple revenue streams"" also! Web/Cloud (AWS), merchandise, Prime services!",Human
1314,@TradarBrown Yes. Broken winged call butterfly $AMZN but in IRA account. We typically don't include IRA in our live discussions @tastytrade,Human
1315,"@peterbent that's a good example, $AMZN has not been profitable since inception but look at its growth - if you were an inv you banked!",Human
1316,"@SkeleCap I also think this is why $AMZN (while amazing) will trade above its IV for the foreseeable future, makes sense to investor class",Human
1317,"@biggercapital you bought them both at amazing prices, but their businesses have changed a lot since you bought them, esp. $AMZN",Human
1318,"The story behind the story: $AMZN opened floodgates to self publishing, set consumer price expectations and the #ebook game is different",Human
1319,"$AMZN closes higher (day-after labor day) 72% of time, for average 3.1% gain.  Average loss is 1.6%.  Only concern is market externalities.",Human
1320,@Scelliott81 Kind of took a bit of a hit since then...  Probably a bit harder for the US investor to get as opposed to say $AMZN,Human
1321,@businessinsider give it a year till they blow up.. $AMZN barely getting the hang of churning a profit how do these guys expect to undercut,Human
1322,@gtlackey @HCPG and by the look of that chart what's that saying? Messy is the word I think of. Long $AMZN as it continues to hold,Human
